method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
rgta_full,kiva,100,6,0,2600,459.7097916302696,2408.21628381516,17396.834050829057,86.55141318820426,7.21860334059297,1300,2600
rgta_full,kiva,100,6,1,2600,453.73883089157476,2407.8078912720853,17533.564989920706,87.23166661652093,7.278358235749566,1300,2600
rgta_full,kiva,100,6,2,2600,456.5668424098576,2397.7328198328614,17488.283147948096,87.0063838206373,7.289822070841224,1300,2600
rgta_full,kiva,100,6,3,2600,463.045691799277,2365.811202871536,17651.228998060105,87.81705969184132,7.457215461791342,1300,2600
rgta_full,kiva,100,6,4,2600,461.9834757261794,2385.5780497695087,17494.093514920678,87.03529111900835,7.328903860461113,1300,2600
rgta_full,kiva,100,9,0,2600,421.80423315452305,2436.4565467689667,163710.4151059757,814.4796771441577,67.14947297209832,1000,2600
rgta_full,kiva,100,9,1,2600,414.5583117933962,2465.002363106291,165778.45328004332,824.7684242788225,67.19840019458586,1000,2600
rgta_full,kiva,100,9,2,2600,425.1253917736029,2447.3901071626906,160715.35193372983,799.5788653419395,65.62488849886886,1000,2600
rgta_full,kiva,100,9,3,2600,418.3712958048386,2470.087527544161,166470.1292469981,828.2095982437717,67.34228529409309,1000,2600
rgta_full,kiva,100,9,4,2600,415.8847218312565,2493.590434473268,161175.4282611655,801.8678022943558,64.59937004455531,1000,2600
rgta_full,kiva,40,6,0,2600,1451.4397115881534,4071.145388119384,26217.473634547787,26.752524116885496,6.436895073544755,1300,2600
rgta_full,kiva,40,6,1,2600,1428.8806326969377,4036.926568186246,26545.78921716893,26.950039814384702,6.573994357892256,1300,2600
rgta_full,kiva,40,6,2,2600,1435.8343957717404,4048.890777632376,26686.349797528237,27.20321080278108,6.589222172229194,1300,2600
rgta_full,kiva,40,6,3,2600,1466.5704911306116,4011.3006892698254,26603.27844735002,26.89916930975735,6.629274469810621,1300,2600
rgta_full,kiva,40,6,4,2600,1458.2636120943744,4118.522569001847,26236.65488115512,26.636197848888447,6.368120116785223,1300,2600
rgta_full,kiva,40,9,0,2600,1081.1902188418826,3134.245619889201,244239.58338153898,463.45271988906825,77.88252021094993,936,2600
rgta_full,kiva,40,9,1,2600,1075.7774560403477,3164.624210740272,244138.9375437284,464.14246681317184,77.11274085398875,935,2600
rgta_full,kiva,40,9,2,2600,1076.6418120343424,3244.6084371502334,250908.96558802342,474.308063493428,77.29789451263815,934,2600
rgta_full,kiva,40,9,3,2600,1079.9670524189514,3195.255908554369,251549.36271498445,474.62143908487633,78.68294110571925,934,2600
rgta_full,kiva,40,9,4,2600,1077.2749591558693,3158.05295208077,248546.11673916224,471.62450994148435,78.65383441112729,935,2600
rgta_full,kiva,60,6,0,2600,848.6734476503767,2969.976132747814,17215.6418589002,39.57618818137977,5.794561379636553,1300,2600
rgta_full,kiva,60,6,1,2600,847.4333939798572,2729.105022804353,17269.654817995615,39.160215006792775,6.323564561697406,1300,2600
rgta_full,kiva,60,6,2,2600,854.3651871683536,2686.7989694425173,17592.346927674953,39.71184408053037,6.544771922498122,1300,2600
rgta_full,kiva,60,6,3,2600,856.8940971956463,2804.1197703778066,17275.54042378324,39.26259187223464,6.156643059081697,1300,2600
rgta_full,kiva,60,6,4,2600,858.3362224119934,2785.7631479752467,17413.573465280933,40.49668247739752,6.248142614022581,1300,2600
rgta_full,kiva,60,9,0,2600,672.1514644940227,2489.135329185977,118393.08432742837,589.0203200369571,47.52833573963403,1000,2600
rgta_full,kiva,60,9,1,2600,667.8846313736269,2543.8435545479283,121151.11763207824,602.7418787665584,47.60358256663192,1000,2600
rgta_full,kiva,60,9,2,2600,674.7380531995826,2606.2157346840627,116031.72552201431,577.2722662786782,44.490692301385856,1000,2600
rgta_full,kiva,60,9,3,2600,678.2886890865,2670.871837307192,120187.33875258476,597.9469589680834,44.980291449320646,1000,2600
rgta_full,kiva,60,9,4,2600,664.5168389060356,2519.755598116474,121663.89328680816,605.2930014269062,48.260171871006804,1000,2600
rgta_full,kiva,80,6,0,2600,666.8961589432765,2518.5383779483464,15042.297952692024,74.837303247224,5.969165854242867,1300,2600
rgta_full,kiva,80,6,1,2600,667.0688244978079,2409.262493685442,15073.740446125157,74.99373356281173,6.2520698656678375,1300,2600
rgta_full,kiva,80,6,2,2600,664.6513627511205,2421.7802318703984,15028.947634680662,74.77088375463016,6.202619741923509,1300,2600
rgta_full,kiva,80,6,3,2600,675.8219137750963,2429.9964443168274,14992.981615912868,74.59194833787497,6.167413252123763,1300,2600
rgta_full,kiva,80,6,4,2600,676.8627603535646,2390.1532293907167,14970.765578967985,74.4814207908855,6.258681262110361,1300,2600
rgta_full,kiva,80,9,0,2600,541.2658495952119,2575.9646386454733,153262.62291014427,762.5006114932551,59.473272374910465,1000,2600
rgta_full,kiva,80,9,1,2600,534.7886038853896,2394.0168129067933,149319.6508923429,742.8838352852881,62.32038851934178,1000,2600
rgta_full,kiva,80,9,2,2600,533.9412449779917,2339.047298006077,147995.15566506307,736.2943067913585,63.21877644812604,1000,2600
rgta_full,kiva,80,9,3,2600,532.3232864417332,2394.6775175116713,147431.92360864487,733.4921572569397,61.532522374225735,1000,2600
rgta_full,kiva,80,9,4,2600,534.2414168325284,2497.860005647384,144098.46993198153,716.9078106068732,57.6624529539742,1000,2600
rgta_full,sorting,100,6,0,2600,1209.9200667559792,3739.9207035881996,18863.42282986152,93.84787477543044,5.042347722497065,1300,2600
rgta_full,sorting,100,6,1,2600,1198.1702223258615,3888.4886654658085,18920.00695495517,94.12938783559785,4.863755001273822,1300,2600
rgta_full,sorting,100,6,2,2600,1201.1703373962175,3816.998343654623,18648.912465025205,92.78065902997615,4.884471572819593,1300,2600
rgta_full,sorting,100,6,3,2600,1197.710405075505,3935.3014786129393,18873.908011155436,93.9000398564947,4.7939822227979265,1300,2600
rgta_full,sorting,100,6,4,2600,1215.2811222441653,3804.665931168163,18760.40409313282,93.33534374692945,4.929165552583505,1300,2600
