method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
tp,kiva,100,9,4,2600,972.8004676744378,3084.032445553678,1538.7924549286254,1.2059501997873239,0.4986365699703906,2600,2600
tsp_mapd,kiva,100,9,4,2600,807.4159193805974,2940.0587022581103,2871.5512190537993,14.286324472904473,0.9760541193248808,1000,2600
tp_tsp,kiva,100,9,4,2600,730.0386547800763,3060.492402052813,3324.7681149223354,16.54113490011112,1.0858158441941004,1000,2600
rgta_eff,kiva,100,9,4,2600,459.26037833724376,2617.244303222781,10491.527825419325,52.19665584785734,4.005928913867631,1000,2600
tp,kiva,40,6,0,2600,2674.89920998495,6473.940989623472,1479.514918057248,0.6311923711848327,0.2284965124412738,2600,2600
tsp_mapd,kiva,40,6,0,2600,2289.8254413214377,5651.022946177708,454.51138258795254,0.43745080133585423,0.08040180127152884,1300,2600
tp_tsp,kiva,40,6,0,2600,1881.2118633279144,4694.108800732509,834.4213109230623,0.8212808178376597,0.17768767268378668,1300,2600
rgta_eff,kiva,40,6,0,2600,1549.8066677777163,4171.063716861753,4175.159004546003,4.208829641679439,1.0005173746815248,1300,2600
tp,kiva,40,6,1,2600,2653.662763633275,6529.330604712505,1488.8942455872893,0.6351937907795603,0.2279733954351997,2600,2600
tsp_mapd,kiva,40,6,1,2600,2270.4416819978487,5519.56129712523,454.8696515557822,0.4386399725706675,0.082388996840388,1300,2600
tp_tsp,kiva,40,6,1,2600,1852.2453996360043,4726.9281876495,835.4965682665352,0.8207235444661446,0.17671247213759203,1300,2600
rgta_eff,kiva,40,6,1,2600,1539.1872728751475,4128.139502353722,4170.260511775268,4.178617747269808,1.0097483079359002,1300,2600
tp,kiva,40,6,2,2600,2668.9872552057896,6750.806245636912,1501.5122390468605,0.6419462330255924,0.22238036715741416,2600,2600
tsp_mapd,kiva,40,6,2,2600,2247.0833288412286,5449.175278181346,465.40017682127655,0.4509691635865083,0.08537886201087444,1300,2600
tp_tsp,kiva,40,6,2,2600,1856.1058476854523,4906.447396180549,836.9702729105484,0.8237896386914846,0.170531840446322,1300,2600
rgta_eff,kiva,40,6,2,2600,1538.3074722654967,4337.614570924742,4173.384909430752,4.202804541219287,0.9618310461928443,1300,2600
tp,kiva,40,6,3,2600,2672.316729236686,6488.962973271501,1503.341098956298,0.6435535526354016,0.23163961463117075,2600,2600
tsp_mapd,kiva,40,6,3,2600,2273.826469538574,5477.592950715496,462.9380495462101,0.4438523964968457,0.08449316472827342,1300,2600
tp_tsp,kiva,40,6,3,2600,1863.0409139321766,4818.92909852999,851.5089435095433,0.8348126897152386,0.17666160653724966,1300,2600
rgta_eff,kiva,40,6,3,2600,1566.2603381264778,4312.287805382656,4160.251115506981,4.181156900007015,0.9643604811096386,1300,2600
tp,kiva,40,6,4,2600,2666.2925011900943,6641.0951092017385,1502.4617831222713,0.6423521945798509,0.2261721787027354,2600,2600
tsp_mapd,kiva,40,6,4,2600,2285.507993167379,5484.112200947135,458.09572061989456,0.44090059732424886,0.0835026833065794,1300,2600
tp_tsp,kiva,40,6,4,2600,1850.13788975724,4707.675861698058,830.9058023442049,0.8234943531657134,0.1764505844859216,1300,2600
rgta_eff,kiva,40,6,4,2600,1543.343083874414,4214.374465494941,4150.263386894949,4.158580547990931,0.9844078242160694,1300,2600
tp,kiva,40,9,0,2600,2619.1715871702004,6579.4946824559265,1638.5354795202147,0.7005282084310452,0.24897971121717288,2600,2600
tsp_mapd,kiva,40,9,0,2600,1896.7595144852169,4645.681505611256,3095.339670224348,4.921048760293081,0.666094183392371,914,2600
tp_tsp,kiva,40,9,0,2600,1638.3614621147485,4274.132958623142,3632.4507945682853,5.984268195334901,0.8494973794593745,919,2600
rgta_eff,kiva,40,9,0,2600,1197.6793084294898,3453.4660274134635,8402.126938424772,15.33234842778243,2.4318746565628864,931,2600
