method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
tp_tsp,kiva,40,9,0,2600,1114.3792307692308,2982.0,4484.856795403175,9.562594446488646,1.503471939457987,928,2600
rgta_eff,kiva,40,9,0,2600,901.0184615384616,2632.0,8886.673135566525,21.888357476764842,3.375113230370879,939,2600
tp_tsp,kiva,40,9,1,2600,1109.9226923076924,2954.0,4493.189724744298,9.24524634721049,1.520537977916852,927,2600
rgta_eff,kiva,40,9,1,2600,889.6346153846154,2658.0,8930.54827384185,22.95770764483766,3.3586116110725275,938,2600
tp_tsp,kiva,40,9,2,2600,1111.7915384615385,2942.0,4458.490855060518,9.21175796500107,1.5149476231941956,927,2600
rgta_eff,kiva,40,9,2,2600,894.3553846153847,2628.0,9011.60797465127,22.64223109208862,3.4277702452077863,939,2600
tp_tsp,kiva,40,9,3,2600,1110.35,2926.0,4479.530392098241,9.332354983538002,1.5304169429785583,928,2600
rgta_eff,kiva,40,9,3,2600,894.2969230769231,2656.0,9044.608561438508,22.499026272235096,3.404067956883142,938,2600
tp_tsp,kiva,40,9,4,2600,1103.518076923077,3030.0,4465.907197794877,9.902233254534096,1.4734104908594117,928,2600
rgta_eff,kiva,40,9,4,2600,894.8492307692308,2622.0,8987.18070529867,22.926481391068034,3.426298400800103,939,2600
