method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
marginal,sorting,60,9,0,2600,1826.9625699901198,4863.307656803923,12873.470651451498,36.26329760972253,2.6461399078009245,969,2600
sequential,sorting,60,9,0,2600,2334.8905017759594,5485.3310144405295,7286.556609091349,18.080785630499626,1.3279673061948878,960,2600
marginal,sorting,60,9,1,2600,1767.8680089251275,4848.592417496799,12736.373575986363,36.389638788532466,2.6260564074198687,970,2600
sequential,sorting,60,9,1,2600,2298.1032227277924,5556.782854492092,7405.8536912780255,18.56103682024568,1.3324673787833798,960,2600
marginal,sorting,60,9,2,2600,1810.686641488094,5100.605692161263,13060.496899182908,37.20939287516498,2.5598778712628203,970,2600
sequential,sorting,60,9,2,2600,2341.796713948935,5623.248107392411,7435.899655800313,18.589749139500782,1.3219377165867223,960,2600
marginal,sorting,60,9,3,2600,1800.7970867965296,4850.321989710661,12883.145541185513,36.39306650052405,2.65522373066478,970,2600
sequential,sorting,60,9,3,2600,2301.1097312721363,5411.231570449745,7238.661367911845,18.142008440881817,1.3372734838189257,961,2600
marginal,sorting,60,9,4,2600,1802.3893029245787,4709.8142135791495,12971.610639244318,37.0617446835552,2.7534728591051407,970,2600
sequential,sorting,60,9,4,2600,2307.339996205848,5623.010526943834,7305.167297017761,18.54103374877604,1.298696408358713,962,2600
