method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
tp_tsp,sorting,60,6,0,2600,1482.2130769230769,3818.0,2742.875638999976,4.924372780969437,0.7182182872479644,1300,2600
rgta_eff,sorting,60,6,0,2600,1240.1492307692308,3354.0,5837.337343022227,12.745278041533247,1.739891905520783,1300,2600
tp_tsp,sorting,60,6,1,2600,1464.1953846153847,3698.0,2783.6659194435924,4.918137666861471,0.7525455310742343,1300,2600
rgta_eff,sorting,60,6,1,2600,1222.0030769230768,3300.0,5877.910605981015,12.975520101503344,1.780645442587402,1300,2600
tp_tsp,sorting,60,6,2,2600,1476.626923076923,3732.0,2812.642800854519,4.943133217670508,0.7534537371697078,1300,2600
rgta_eff,sorting,60,6,2,2600,1244.6292307692308,3496.0,5852.796458522789,12.835079952900854,1.6736621271154672,1300,2600
tp_tsp,sorting,60,6,3,2600,1470.4946153846154,3674.0,2780.7823579059914,5.0467919381233965,0.7566754715390452,1300,2600
rgta_eff,sorting,60,6,3,2600,1230.5046153846154,3306.0,5849.419615231454,12.288696670654316,1.7687993998280782,1300,2600
tp_tsp,sorting,60,6,4,2600,1477.686153846154,3742.0,2824.4162322953343,5.116696072998794,0.7545862228948261,1300,2600
rgta_eff,sorting,60,6,4,2600,1242.9246153846154,3442.0,5877.761757699773,12.47932432632648,1.7071628689223854,1300,2600
