method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
tp_tsp,kiva,80,9,0,2600,566.9630769230769,2242.0,4259.2334049986675,21.190215945267003,1.8989003143105962,1000,2600
rgta_eff,kiva,80,9,0,2600,427.95384615384614,2186.0,10965.65850591287,54.5555149547904,5.014018521222163,1000,2600
tp_tsp,kiva,80,9,1,2600,569.7919230769231,2270.0,4218.240477028303,20.986271029991556,1.8574374623638499,1000,2600
rgta_eff,kiva,80,9,1,2600,420.45923076923077,2230.0,10979.028883157298,54.62203424456367,4.921124555426848,1000,2600
tp_tsp,kiva,80,9,2,2600,572.6692307692308,2314.0,4193.501216010191,20.863190129403932,1.8114476095076417,1000,2600
rgta_eff,kiva,80,9,2,2600,427.2407692307692,2186.0,11029.227347229607,54.87177784691347,5.043085206780799,1000,2600
tp_tsp,kiva,80,9,3,2600,567.0903846153847,2328.0,4278.729897341691,21.287213419610403,1.8371532405932551,1000,2600
rgta_eff,kiva,80,9,3,2600,428.7515384615385,2120.0,10993.691992480308,54.69498503721546,5.183258836624379,1000,2600
tp_tsp,kiva,80,9,4,2600,566.5896153846154,2284.0,4279.733542934991,21.292206681268613,1.8729687277614842,1000,2600
rgta_eff,kiva,80,9,4,2600,427.7169230769231,2142.0,11007.076081470586,54.761572544629786,5.136293085147264,1000,2600
