method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
rgta_eff,sorting,60,9,0,2600,1821.082006217613,5046.828355214258,12579.595750314184,35.138535615402745,2.4919959885725405,968,2600
rgta_eff,sorting,60,9,1,2600,1774.9220415701452,4966.214660986309,12539.60598539561,36.033350532746006,2.5240752788638505,971,2600
rgta_eff,sorting,60,9,2,2600,1831.047911991799,4926.2814840389,12702.285247854888,35.382410161155676,2.5775741168536705,968,2600
rgta_eff,sorting,60,9,3,2600,1797.5560181454437,4871.188707942069,12660.940505098552,35.56443962106335,2.5981819218343016,969,2600
rgta_eff,sorting,60,9,4,2600,1824.5378926419148,5065.710992566596,12703.099187812768,35.884460982521944,2.5070256932726993,970,2600
