method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
marginal,kiva,40,6,0,2600,1549.1885183557094,4302.497632509883,5181.133818696253,5.217657420640738,1.2037950322249658,1300,2600
sequential,kiva,40,6,0,2600,1742.4388488262018,4522.781118980988,3460.491925710812,3.4127139306812744,0.764918639635458,1300,2600
marginal,kiva,40,6,1,2600,1542.9206254530884,4206.303367045929,5274.407454417087,5.290278289284942,1.2534238247188896,1300,2600
sequential,kiva,40,6,1,2600,1699.3522479599646,4554.147236090818,3463.7586660683155,3.44310006567427,0.7602630961519569,1300,2600
marginal,kiva,40,6,2,2600,1525.9948892232774,4133.699816115934,5226.890264544636,5.285025545545638,1.2640605234690776,1300,2600
sequential,kiva,40,6,2,2600,1714.319567300071,4391.282616911916,3482.9125724500045,3.4450173812561866,0.7928323634076951,1300,2600
marginal,kiva,40,6,3,2600,1571.2948446904397,4331.7699291765175,5245.670995209366,5.245670995209366,1.2106325860164704,1300,2600
sequential,kiva,40,6,3,2600,1729.0614610285365,4459.866923625684,3478.343518800102,3.42020011681426,0.7797228242098413,1300,2600
marginal,kiva,40,6,4,2600,1548.8601760389245,4297.397116754773,5210.41165466886,5.220853361391644,1.2120055023654013,1300,2600
sequential,kiva,40,6,4,2600,1707.398291998712,4476.962506845353,3456.0515818884596,3.4252245608408916,0.7717846319536533,1300,2600
