method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
rgta_eff,kiva,60,6,0,2600,916.791106960461,2926.5811125419627,5780.056582996622,11.44565659999331,1.9740630406409228,1300,2600
rgta_eff,kiva,60,6,1,2600,904.2474659249121,2906.907784843939,5782.526389928535,11.7055190079525,1.9884891299616694,1300,2600
rgta_eff,kiva,60,6,2,2600,915.7023586618016,2941.1396677082357,5822.84208573401,11.715980051778692,1.9785396145885183,1300,2600
rgta_eff,kiva,60,6,3,2600,919.711205397608,2865.6133565277455,5813.611195422709,11.792314798017665,2.0277681183895044,1300,2600
rgta_eff,kiva,60,6,4,2600,917.974213782381,2874.4137751720846,5759.050429449417,11.68164387312255,2.002451470601327,1300,2600
