method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
tp_tsp,kiva,100,9,0,2600,228.39734204752554,1578.3063441844604,2988.6913038790226,14.869110964572252,1.8915767746069763,1000,2600
marginal,kiva,100,9,0,2600,66.48238492477577,1298.5415323073298,7944.18351945933,39.52330109183746,6.1109103995841,1006,2600
rgta_eff,kiva,100,9,0,2600,63.39005263073893,1254.742632577921,7799.098510877229,38.801485128742435,6.209473336685692,1006,2600
tp_tsp,kiva,100,9,1,2600,239.87061246736226,1704.8402927129066,3046.895587351173,15.158684514184941,1.7859880347896677,1000,2600
marginal,kiva,100,9,1,2600,66.38204904917863,1305.353705886341,8072.677301126532,40.16257363744543,6.176493726952205,1019,2600
rgta_eff,kiva,100,9,1,2600,64.13885681522972,1221.5304886091938,7920.857522869483,39.407251357559616,6.476580149525334,1020,2600
tp_tsp,kiva,100,9,2,2600,244.13305400972357,1648.0288889007813,3065.061225206591,15.24906082192334,1.8576128637615703,1000,2600
marginal,kiva,100,9,2,2600,64.49993351445872,1235.3379945269417,7926.429278566502,39.43497153515673,6.40778438040946,1036,2600
rgta_eff,kiva,100,9,2,2600,64.62369088286006,1240.6851935324744,7938.453558948822,39.49479382561603,6.391669532164913,1036,2600
tp_tsp,kiva,100,9,3,2600,246.50704914766703,1505.4739527626375,3165.8318415284157,15.750407171783163,2.1007510560905214,1000,2600
marginal,kiva,100,9,3,2600,64.21255300795842,1216.333491419673,7961.5590806351975,39.609746669826855,6.536583810045318,1035,2600
rgta_eff,kiva,100,9,3,2600,65.01193474471731,1220.2312511028074,7988.983297836967,39.74618556137794,6.537629539964785,1033,2600
tp_tsp,kiva,100,9,4,2600,250.88858297030552,1720.7096336752065,3233.8668204611167,16.088889654035405,1.87797144045361,1000,2600
marginal,kiva,100,9,4,2600,62.811945696123196,1267.8589574322928,7911.3605780294165,39.36000287576824,6.234326696634686,1017,2600
rgta_eff,kiva,100,9,4,2600,67.95024461518186,1241.7172524072223,8048.4529888490215,40.04205467089066,6.4750225171753995,1019,2600
