method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
rgta_eff,kiva,100,6,0,2600,56.03428306050501,1142.1458423113986,3502.5434142444283,17.425589125594172,3.0616638236402345,1301,2600
rgta_eff,kiva,100,6,1,2600,56.56608266322151,1157.1705748920972,3543.001478887163,17.626873029289367,3.0569469187982423,1303,2600
rgta_eff,kiva,100,6,2,2600,58.518680738777654,1157.421879642572,3527.5226227240637,17.549863794647084,3.04359156404147,1300,2600
rgta_eff,kiva,100,6,3,2600,57.477939002164604,1162.421879642572,3560.8905389672145,17.715873328195098,3.059184311827504,1308,2600
rgta_eff,kiva,100,6,4,2600,55.98301217202461,1148.6846036881602,3558.058305294253,17.701782613404244,3.093963743734133,1302,2600
