method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
rgta_eff,sorting,100,6,0,2600,1232.4688944739646,3883.819869161157,7452.56175333634,37.07742165838975,1.9182913136000876,1300,2600
rgta_eff,sorting,100,6,1,2600,1193.5185119421433,3770.389685463562,7524.8103303601965,37.43686731522486,1.994912600837804,1300,2600
rgta_eff,sorting,100,6,2,2600,1221.319350173743,3647.08495458519,7574.726485996507,37.68520639799257,2.075836252671008,1300,2600
rgta_eff,sorting,100,6,3,2600,1219.081623270064,3717.4503340155925,7526.302700047381,37.44429204003672,2.023743667665335,1300,2600
rgta_eff,sorting,100,6,4,2600,1225.4879957928154,3693.4199264827475,7353.672711062245,36.585436373444004,1.9901685280276713,1300,2600
