method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
tp_tsp,sorting,40,9,0,2600,1814.7742307692308,4408.0,5886.337276198901,10.741491379925002,1.3350730950779999,916,2600
rgta_eff,sorting,40,9,0,2600,1525.3215384615385,3918.0,9898.72426155489,19.718574226204957,2.5258291047601147,922,2600
tp_tsp,sorting,40,9,1,2600,1794.5069230769232,4392.0,5945.5757070099935,11.113225620579428,1.3534203749169118,917,2600
rgta_eff,sorting,40,9,1,2600,1499.9015384615384,3860.0,10014.693808043376,21.583391827679687,2.5938082900915242,922,2600
tp_tsp,sorting,40,9,2,2600,1818.7715384615385,4264.0,5923.255154746585,11.009767945625622,1.3888054290144396,917,2600
rgta_eff,sorting,40,9,2,2600,1513.863076923077,3910.0,10018.155282130465,20.52900672567718,2.5615329281847266,922,2600
tp_tsp,sorting,40,9,3,2600,1806.045,4328.0,5946.196434088051,11.177060966330924,1.3735727498470898,917,2600
rgta_eff,sorting,40,9,3,2600,1495.2892307692307,3856.0,9989.110866677947,20.26188816770375,2.589865404894464,922,2600
tp_tsp,sorting,40,9,4,2600,1816.0215384615385,4376.0,5919.861167902127,10.942442084846816,1.3524928416500175,917,2600
rgta_eff,sorting,40,9,4,2600,1524.0961538461538,3864.0,9877.485001343302,20.1993558309679,2.5556235449788622,922,2600
