method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
marginal,sorting,100,9,0,2600,1182.566488202256,4197.051693568601,14619.727061246522,72.73496050371403,3.4817163756243206,1000,2600
sequential,sorting,100,9,0,2600,1548.9537073948852,4711.189778273694,6033.988977666013,30.019845660029915,1.2802862248389588,1000,2600
marginal,sorting,100,9,1,2600,1178.5968076924046,4351.932033867203,14664.845236111432,72.95942903538025,3.3689054068714523,1000,2600
sequential,sorting,100,9,1,2600,1577.0455327261338,4720.816061987537,6148.807185003534,30.59108052240564,1.3021616232536073,1000,2600
marginal,sorting,100,9,2,2600,1201.7186725367217,4358.339228288372,14816.780506400391,73.71532590248951,3.3983441528441265,1000,2600
sequential,sorting,100,9,2,2600,1567.5524940402963,4797.941972942278,6166.411998914555,30.67866666126644,1.2849368616200365,1000,2600
marginal,sorting,100,9,3,2600,1137.2962048002976,4097.89887971978,14756.434425362386,73.41509664359396,3.6000083984782596,1000,2600
sequential,sorting,100,9,3,2600,1569.385814666498,4802.895358616611,6120.082993991673,30.44817409946106,1.2739556606976838,1000,2600
marginal,sorting,100,9,4,2600,1178.5773250711327,4118.08276516337,14785.777485230938,73.56108201607432,3.588780943017218,1000,2600
sequential,sorting,100,9,4,2600,1532.945961613858,4864.7029589584745,6147.622421151027,30.585186174880732,1.263383152723187,1000,2600
