method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
marginal,kiva,60,6,0,2600,901.489587945054,2880.43813821703,6286.153618013486,13.123493983326693,2.181177521864499,1300,2600
sequential,kiva,60,6,0,2600,1132.6794711750215,3211.9419594418523,3030.534948571585,5.059323787264749,0.943210379262865,1300,2600
marginal,kiva,60,6,1,2600,893.5301758055634,2944.7724553113,6366.476058959961,13.235916962494722,2.161057725376769,1300,2600
sequential,kiva,60,6,1,2600,1130.6564916107484,3161.0077895122126,2984.6556425327435,5.058738377174142,0.9436154418377312,1300,2600
marginal,kiva,60,6,2,2600,894.6973420841797,2804.9391919386685,6346.188497846015,13.445314614080539,2.2616495003015022,1300,2600
sequential,kiva,60,6,2,2600,1130.2554679505922,3226.550153877012,3037.5727902865037,5.122382445677072,0.9410076797665748,1300,2600
marginal,kiva,60,6,3,2600,907.869333461843,2897.781016875082,6439.201638218947,13.443009683129326,2.221180282241789,1300,2600
sequential,kiva,60,6,3,2600,1136.4112681995973,3265.9919325293686,3057.3352308711037,5.121164540822619,0.9358234560364566,1300,2600
marginal,kiva,60,6,4,2600,898.408887634702,2818.986144734472,6405.487741460092,13.234478804669612,2.2714495537092527,1300,2600
sequential,kiva,60,6,4,2600,1135.2830335922808,3187.566871584417,2992.958016227931,5.124928109979334,0.9385255616895362,1300,2600
