method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
marginal,sorting,80,6,0,2600,1602.118589873179,4639.400196902031,8216.921612503938,23.211642973174968,1.770506703836229,1300,2600
sequential,sorting,80,6,0,2600,2013.7676837693252,5183.698721071764,2871.9990379177034,6.741781779149538,0.5539053110738097,1300,2600
marginal,sorting,80,6,1,2600,1573.7287569941668,4571.508449241111,8240.518220001832,25.12353115854217,1.8019939252136086,1300,2600
sequential,sorting,80,6,1,2600,1987.7584109329923,5242.39125633863,2847.251316998154,6.844354127399408,0.5429541031651705,1300,2600
marginal,sorting,80,6,2,2600,1601.9333323606363,4666.895273609528,8282.382554956712,24.504090399280212,1.774289321970161,1300,2600
sequential,sorting,80,6,2,2600,1996.117443784663,5058.9841301104525,2868.200948345475,6.796684711719135,0.566838132084086,1300,2600
marginal,sorting,80,6,3,2600,1583.5793141290587,4465.102861085288,8354.70940428786,24.500614088820704,1.870317753366434,1300,2600
sequential,sorting,80,6,3,2600,1978.4287094344663,5038.010400209125,2832.219799980521,6.759474462960672,0.5619483730120082,1300,2600
marginal,sorting,80,6,4,2600,1594.7182956135748,4421.291119197302,8363.487170194276,25.34390051574023,1.890908245578629,1300,2600
sequential,sorting,80,6,4,2600,1989.7971230252044,5095.983124601465,2837.564738932997,6.93781109763569,0.5567127209992146,1300,2600
