method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
marginal,sorting,100,6,0,2600,1242.6608318055814,4201.464446487648,8933.069882215932,44.44313374236782,2.1254032553452133,1300,2600
sequential,sorting,100,6,0,2600,1639.1759695433257,4597.6292898130805,2119.6044823154807,10.545295931917815,0.46088377523711255,1300,2600
marginal,sorting,100,6,1,2600,1224.098814590837,3713.645933511155,9121.168672223575,45.378948618027735,2.4552270988488765,1300,2600
sequential,sorting,100,6,1,2600,1602.6819098968624,4669.695792312626,2123.0509869055822,10.562442720923295,0.4545174452805785,1300,2600
marginal,sorting,100,6,2,2600,1239.0206816355071,3828.558203983948,9191.19691324886,45.72734782710875,2.3997903167751593,1300,2600
sequential,sorting,100,6,2,2600,1622.3086220605721,4544.5672393164605,2139.336755266413,10.643466444111509,0.4705976144448775,1300,2600
marginal,sorting,100,6,3,2600,1223.4514896015312,4029.9903470225822,9236.593038775027,45.9531991978857,2.291389987292242,1300,2600
sequential,sorting,100,6,3,2600,1604.126602974353,4593.988303582272,2130.583524238318,10.59991803103641,0.4636743251878821,1300,2600
marginal,sorting,100,6,4,2600,1250.936136244591,4059.209679994874,9181.711404002272,45.68015623881727,2.2609483880823125,1300,2600
sequential,sorting,100,6,4,2600,1597.7580474551985,4664.939121599116,2105.8103792602196,10.47666855353343,0.4513095540634847,1300,2600
