method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
rgta_eff,sorting,100,9,0,2600,1180.9933652689333,4312.681701006274,14392.561952001415,71.6047858308528,3.336245236903434,1000,2600
rgta_eff,sorting,100,9,1,2600,1165.042145141781,4062.686108196272,14383.925801026635,71.56181990560515,3.5393518211187587,1000,2600
rgta_eff,sorting,100,9,2,2600,1172.064708194455,4092.376566603906,14606.13622481469,72.66734440206314,3.5676932644882,1000,2600
rgta_eff,sorting,100,9,3,2600,1159.4825482457777,4200.30899544135,14525.388742331415,72.26561563348963,3.4567798054096657,1000,2600
rgta_eff,sorting,100,9,4,2600,1183.0045532552972,4350.87034211533,13360.08308804594,66.46807506490518,3.0698720330987914,1000,2600
