method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
tp_tsp,kiva,100,9,0,2600,443.01076923076926,2248.0,4360.3590371785685,21.693328543176957,1.9387990383186164,1000,2600
rgta_eff,kiva,100,9,0,2600,359.6303846153846,2146.0,11017.315026605502,54.81251257017662,5.131492793016069,1000,2600
tp_tsp,kiva,100,9,1,2600,440.39384615384614,2258.0,4344.93143518921,21.61657430442393,1.9233870895038556,1000,2600
rgta_eff,kiva,100,9,1,2600,366.49192307692306,2124.0,11116.15709203761,55.3042641394906,5.2311327491941695,1000,2600
tp_tsp,kiva,100,9,2,2600,438.40923076923076,2184.0,4299.644315149635,21.391265249500673,1.9678006018991465,1000,2600
rgta_eff,kiva,100,9,2,2600,377.5,2168.0,11171.733594499528,55.58076415173895,5.150637895112738,1000,2600
tp_tsp,kiva,100,9,3,2600,445.3411538461539,2294.0,4368.665899033658,21.734656214097804,1.9035581259405918,1000,2600
rgta_eff,kiva,100,9,3,2600,376.845,2155.0,11211.126725422218,55.77674987772248,5.199966013646669,1000,2600
tp_tsp,kiva,100,9,4,2600,433.8776923076923,2256.0,4346.224482753314,21.62300737688216,1.925664369850826,1000,2600
rgta_eff,kiva,100,9,4,2600,360.74692307692305,2168.0,10975.545663270168,54.604704792388894,5.060187027787076,1000,2600
