method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
rgta_eff,kiva,100,9,0,2600,454.66343386374524,2445.3070828612586,12238.01989282947,60.88567110860433,5.001234120486093,1000,2600
rgta_eff,kiva,100,9,1,2600,442.83357645502565,2479.701975043511,12245.770892710425,60.92423329706679,4.935820593595496,1000,2600
rgta_eff,kiva,100,9,2,2600,449.8496605048274,2499.034536036273,12240.661711315624,60.898814484157334,4.894306961741553,1000,2600
rgta_eff,kiva,100,9,3,2600,448.9007617436503,2689.461983834596,12210.517579806037,60.748843680627054,4.53753904860871,1000,2600
rgta_eff,kiva,100,9,4,2600,456.5139429677003,2545.766106604192,12275.56744904723,61.07247487088174,4.819618158243907,1000,2600
