method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
rgta_eff,sorting,100,9,0,2600,1187.4549328822118,4131.32301975245,14298.748995643109,71.13805470469208,3.459653761346022,1000,2600
rgta_eff,sorting,100,9,1,2600,1210.0492434154298,4335.037346897951,14375.144119840115,71.51812994945331,3.3145363430574397,1000,2600
rgta_eff,sorting,100,9,2,2600,1205.5859081262195,4266.227927003289,14454.749754164368,71.91417788141477,3.3867736068801237,1000,2600
rgta_eff,sorting,100,9,3,2600,1155.125263983704,4259.746404735498,14489.97014539782,72.08940370844687,3.4006031789246234,1000,2600
rgta_eff,sorting,100,9,4,2600,1177.459215283561,4261.574773482785,13262.377444072627,65.98197733369466,3.1110432662614653,1000,2600
