method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
tp_tsp,sorting,60,9,0,2600,1104.0969625469222,3982.6666757814814,3764.9209663504735,18.73095008134564,0.9450102827184923,1000,2600
marginal,sorting,60,9,0,2600,338.7765553138242,1928.450753284574,7688.567632692866,38.25158026215356,3.9837137993227287,1000,2600
rgta_eff,sorting,60,9,0,2600,349.17239141134337,1957.6876993145797,7607.26408730261,37.847085011455775,3.8832384314969937,1000,2600
tp_tsp,sorting,60,9,1,2600,1067.206181882045,3708.404898650112,3704.076982103288,18.42824369205616,0.9984034992192151,1000,2600
marginal,sorting,60,9,1,2600,344.1290845020947,1939.3475049452104,7672.23584651947,38.17032759462423,3.952723259412401,1000,2600
rgta_eff,sorting,60,9,1,2600,347.1093848558519,2057.7141046764064,7661.918388446793,38.11899695744673,3.7211842585948482,1001,2600
tp_tsp,sorting,60,9,2,2600,1042.562768845162,3856.1936668395592,3706.8758360110223,18.442168338363295,0.9608283659955994,1000,2600
marginal,sorting,60,9,2,2600,334.24640669735174,1925.5252145240886,7730.1538904430345,38.45847706688077,4.011496570027521,1000,2600
rgta_eff,sorting,60,9,2,2600,330.0011091677701,1948.9746231988552,7661.604279768653,38.11743422770474,3.9290278357787964,1000,2600
tp_tsp,sorting,60,9,3,2600,1080.0979678966025,3868.594455859556,3755.6784751359373,18.68496753798974,0.9704595542986918,1000,2600
marginal,sorting,60,9,3,2600,344.0304776113404,1983.8907168637818,7711.982465581968,38.36807196806949,3.8851297055828558,1000,2600
rgta_eff,sorting,60,9,3,2600,337.6324404263913,1890.207093967311,7660.579553223215,38.11233608568764,4.048932110583094,1000,2600
tp_tsp,sorting,60,9,4,2600,1033.495543799934,3960.8471217513834,3669.508245540783,18.256259928063596,0.9261757308280623,1000,2600
marginal,sorting,60,9,4,2600,347.4473334704573,1912.6438832258566,7710.289574461058,38.359649624184364,4.02836445896607,1000,2600
rgta_eff,sorting,60,9,4,2600,335.38444037014085,2140.8202565373495,7746.6079911682755,38.54033826451878,3.616530341348401,1000,2600
