method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
rgta_eff,kiva,100,6,0,2600,408.20635215255555,1739.8272715797934,6034.895168035291,30.024354069827318,3.466338407831873,1300,2600
rgta_eff,kiva,100,6,1,2600,404.15165345440636,1699.9533886873996,6040.134948096238,30.050422627344467,3.5509317743070183,1300,2600
rgta_eff,kiva,100,6,2,2600,404.17010832005036,1779.0237454397497,6068.689627456479,30.1924857087387,3.407461890767254,1300,2600
rgta_eff,kiva,100,6,3,2600,407.2045984894115,1727.462503482898,6041.1825579358265,30.05563461659615,3.4940327113567533,1300,2600
rgta_eff,kiva,100,6,4,2600,407.82555458225033,1785.7988373789929,6053.41743666213,30.116504660010598,3.387474782687258,1300,2600
