method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
tp_tsp,kiva,40,6,0,2600,1410.9815384615385,3642.0,1539.153509424068,1.9682269941484245,0.4224961596003481,1300,2600
rgta_eff,kiva,40,6,0,2600,1250.8307692307692,3504.0,4444.967823801562,6.498490970470121,1.2681791223399608,1300,2600
tp_tsp,kiva,40,6,1,2600,1401.5938461538462,3634.0,1546.2546311318874,2.0318720514216655,0.42537954088910246,1300,2600
rgta_eff,kiva,40,6,1,2600,1242.5707692307692,3422.0,4465.258172014728,6.342696267066375,1.304486757819085,1300,2600
tp_tsp,kiva,40,6,2,2600,1405.873076923077,3656.0,1582.4261986417696,2.0418402563119606,0.43271156648667475,1300,2600
rgta_eff,kiva,40,6,2,2600,1240.6092307692309,3412.0,4477.746621123515,6.546413188777069,1.3119679522776193,1300,2600
tp_tsp,kiva,40,6,3,2600,1408.5407692307692,3598.0,1569.7047672001645,2.0150253750964886,0.43615025484861475,1300,2600
rgta_eff,kiva,40,6,3,2600,1255.78,3454.0,4461.7044510087,6.392126720642836,1.2913761073831258,1300,2600
tp_tsp,kiva,40,6,4,2600,1394.2961538461539,3636.0,1573.7165381433442,2.067958657218586,0.4326963261323465,1300,2600
rgta_eff,kiva,40,6,4,2600,1246.6353846153845,3386.0,4455.033742589876,6.410120492935073,1.3153332573338872,1300,2600
